YEAR,COUNTRY,RUNUP_HT,DEATHS,CAUSE,isTop10
1935,INDONESIA,0.0,0,Earthquake,True
2005,INDONESIA,2.5,0, ,True
2004,SRI LANKA,6.81,0, ,True
2004,SRI LANKA,4.4,0, ,True
2005,INDONESIA,2.1,0, ,True
1816,INDONESIA,0.0,0,Earthquake,True
2004,SRI LANKA,2.7,0, ,True
2004,SRI LANKA,2.4,0, ,True
2004,SRI LANKA,5.9,0, ,True
2004,SRI LANKA,2.5,0, ,True
1861,INDONESIA,0.0,0, ,True
2004,SRI LANKA,3.2,0, ,True
2004,SRI LANKA,2.8,0, ,True
2004,SRI LANKA,3.35,0, ,True
2004,INDONESIA,2.5,0, ,True
2004,INDONESIA,4.0,0, ,True
2004,INDONESIA,0.0,0, ,True
2004,INDONESIA,2.5,0, ,True
2004,SRI LANKA,6.0,0, ,True
2004,INDONESIA,0.0,0, ,True
2004,INDONESIA,2.5,0, ,True
2004,INDONESIA,2.5,0, ,True
2004,INDONESIA,1.5,0, ,True
2004,INDONESIA,1.5,0, ,True
2004,INDONESIA,1.5,0, ,True
2004,INDONESIA,1.5,0, ,True
2004,INDONESIA,15.0,0, ,True
